"RECORD #(ITEM)","RECORD #(HOLDINGS)",22,"BARCODE","245|a",130,,
"i275465305","c24495700","0195-8267 0195-8267 1","PB1011849","american classic screen",,,
"i275465317","c24495700","0195-8267 0195-8267 1","PB1011850","american classic screen",,,
"i275465329","c24495700","0195-8267 0195-8267 1","PB1011851","american classic screen",,,
"i275465330","c24495700","0195-8267 0195-8267 1","PB1011852","american classic screen",,,
"i275465342","c24495700","0195-8267 0195-8267 1","PB1011853","american classic screen",,,
"i275465354","c24495700","0195-8267 0195-8267 1","PB1011854","american classic screen",,,
"i275465366","c24495700","0195-8267 0195-8267 1","PB1011855","american classic screen",,,
"i275465378","c24495700","0195-8267 0195-8267 1","PB1011856","american classic screen",,,
"i27546538x","c24495700","0195-8267 0195-8267 1","PB1011857","american classic screen",,,
"i27545745x","c2436535x","0361-4751","PB1010162","american film",,,
"i275457461","c2436535x","0361-4751","PB1010163","american film",,,
"i275457473","c2436535x","0361-4751","PB1010164","american film",,,
"i275457485","c2436535x","0361-4751","PB1010165","american film",,,
"i275457497","c2436535x","0361-4751","PB1010166","american film",,,
"i275457503","c2436535x","0361-4751","PB1010167","american film",,,
"i275457515","c2436535x","0361-4751","PB1010168","american film",,,
"i275457527","c2436535x","0361-4751","PB1010169","american film",,,
"i275457539","c2436535x","0361-4751","PB1010170","american film",,,
"i275457540","c2436535x","0361-4751","PB1010171","american film",,,
"i275457552","c2436535x","0361-4751","PB1010281","american film",,,
"i275457564","c2436535x","0361-4751","PB1010282","american film",,,
"i275457576","c2436535x","0361-4751","PB1010283","american film",,,
"i275457588","c2436535x","0361-4751","PB1010284","american film",,,
"i27545759x","c2436535x","0361-4751","PB1010285","american film",,,
"i275457606","c2436535x","0361-4751","PB1010286","american film",,,
"i237785079",,"0003-0678 1",,"american quarterly",,,
"i233530344","c24501645","0020-5109 0020-5109 1","PB1013551","andy warhol's interview",,,
"i275128702","c24501645","0020-5109 0020-5109 1","PB1013552","andy warhol's interview",,,
"i275128726","c24501645","0020-5109 0020-5109 1","PB1013553","andy warhol's interview",,,
"i275128738","c24501645","0020-5109 0020-5109 1","PB1013554","andy warhol's interview",,,
"i275128763","c24501645","0020-5109 0020-5109 1","PB1013555","andy warhol's interview",,,
"i275466000","c24495736",,"PB1011868","animafilm",,,
"i275466024","c24495736",,"PB1011869","animafilm",,,
"i275465998","c24495736",,"PB1011870","animafilm",,,
"i275466012","c24495736",,"PB1011871","animafilm",,,
"i275466036","c24495736",,"PB1011872","animafilm",,,
"i275466048","c24495736",,"PB1011873","animafilm",,,
"i27546605x","c24495736",,"PB1011874","animafilm",,,
"i275466061","c24495736",,"PB1011875","animafilm",,,
"i275466073","c24495736",,"PB1011876","animafilm",,,
"i275466085","c24495736",,"PB1011877","animafilm",,,
"i275466097","c24495736",,"PB1011878","animafilm",,,
"i275466103","c24495736",,"PB1011879","animafilm",,,
"i275466115","c24495736",,"PB1011880","animafilm",,,
"i275466127","c24495736",,"PB1011881","animafilm",,,
"i275466139","c24495736",,"PB1011882","animafilm",,,
"i275465500","c24495724","1041-617X 1","PB1011883","animation magazine",,,
"i275465512","c24495724","1041-617X 1","PB1011884","animation magazine",,,
"i275465524","c24495724","1041-617X 1","PB1011885","animation magazine",,,
"i275465536","c24495724","1041-617X 1","PB1011886","animation magazine",,,
"i275465548","c24495724","1041-617X 1","PB1011887","animation magazine",,,
"i27546555x","c24495724","1041-617X 1","PB1011888","animation magazine",,,
"i275465561","c24495724","1041-617X 1","PB1011889","animation magazine",,,
"i275465573","c24495724","1041-617X 1","PB1011890","animation magazine",,,
"i275465585","c24495724","1041-617X 1","PB1011891","animation magazine",,,
"i275465597","c24495724","1041-617X 1","PB1011892","animation magazine",,,
"i275465603","c24495724","1041-617X 1","PB1011893","animation magazine",,,
"i275465615","c24495724","1041-617X 1","PB1011894","animation magazine",,,
"i275465627","c24495724","1041-617X 1","PB1011895","animation magazine",,,
"i275465639","c24495724","1041-617X 1","PB1011896","animation magazine",,,
"i275465640","c24495724","1041-617X 1","PB1011897","animation magazine",,,
"i275465652","c24495724","1041-617X 1","PB1011898","animation magazine",,,
"i275465664","c24495724","1041-617X 1","PB1011899","animation magazine",,,
"i275465676","c24495724","1041-617X 1","PB1011900","animation magazine",,,
"i275465688","c24495724","1041-617X 1","PB1011901","animation magazine",,,
"i27546569x","c24495724","1041-617X 1","PB1011902","animation magazine",,,
"i275465706","c24495724","1041-617X 1","PB1011903","animation magazine",,,
"i275465718","c24495724","1041-617X 1","PB1011904","animation magazine",,,
"i27546572x","c24495724","1041-617X 1","PB1011905","animation magazine",,,
"i275465731","c24495724","1041-617X 1","PB1011906","animation magazine",,,
"i275465743","c24495724","1041-617X 1","PB1011907","animation magazine",,,
"i275465755","c24495724","1041-617X 1","PB1011908","animation magazine",,,
"i275465767","c24495724","1041-617X 1","PB1011909","animation magazine",,,
"i275465779","c24495724","1041-617X 1","PB1011910","animation magazine",,,
"i275465780","c24495724","1041-617X 1","PB1011911","animation magazine",,,
"i275465792","c24495724","1041-617X 1","PB1011912","animation magazine",,,
"i275465809","c24495724","1041-617X 1","PB1011913","animation magazine",,,
"i275465810","c24495724","1041-617X 1","PB1011914","animation magazine",,,
"i275465822","c24495724","1041-617X 1","PB1011915","animation magazine",,,
"i275465834","c24495724","1041-617X 1","PB1011916","animation magazine",,,
"i275465846","c24495724","1041-617X 1","PB1011917","animation magazine",,,
"i275465858","c24495724","1041-617X 1","PB1011918","animation magazine",,,
"i27546586x","c24495724","1041-617X 1","PB1011919","animation magazine",,,
"i275465871","c24495724","1041-617X 1","PB1011920","animation magazine",,,
"i275465883","c24495724","1041-617X 1","PB1011921","animation magazine",,,
"i275465895","c24495724","1041-617X 1","PB1011922","animation magazine",,,
"i275465901","c24495724","1041-617X 1","PB1011923","animation magazine",,,
"i275465913","c24495724","1041-617X 1","PB1011924","animation magazine",,,
"i275465925","c24495724","1041-617X 1","PB1011925","animation magazine",,,
"i275465937","c24495724","1041-617X 1","PB1011926","animation magazine",,,
"i275465949","c24495724","1041-617X 1","PB1011927","animation magazine",,,
"i275465950","c24495724","1041-617X 1","PB1011928","animation magazine",,,
"i275465962","c24495724","1041-617X 1","PB1011929","animation magazine",,,
"i275465974","c24495724","1041-617X 1","PB1011930","animation magazine",,,
"i275465494","c24495724","1041-617X 1","PB1011931","animation magazine",,,
"i275465986","c24495724","1041-617X 1","PB1011933","animation magazine",,,
"i275462729","c24374325",,"PB1010784","annuaire de l'industrie cinématographique internationale. yearbook of the international motion picture industry",,,
"i275424583","c22880604","0849-5726","PB1006887","annuaire du cinéma québécois",,,
"i27542196x","c24475701",,"PB1006901","annual festival of preservation",,,
"i275421971","c24475701",,"PB1015200","annual festival of preservation",,,
"i275421958","c24002951","0313-2781","PB1011084","annual report",,,
"i238154397",,,,"annuario",,,
"i237774094",,"1746-7713 1746-7713",,"another man",,,
"i275488895","c24621778",,"PB1015342","anthology film archives",,,
"i275488883","c24621778",,"PB1015343","anthology film archives",,,
"i262202670","c2498923x",,"PB1015586","anuario estadístico de cine mexicano","Anuario estadístico de cine mexicano.",,
"i275484750","c24431631","0214-6606 u","PB1009724","archivos de la filmoteca",,,
"i275484762","c24431631","0214-6606 u","PB1015064","archivos de la filmoteca",,,
"i21882421x","c24431631","0214-6606 u","PB1002432","archivos de la filmoteca [31]","Archivos de la Filmoteca :",,
"i26418578x","c24431631","0214-6606 u","PB1015673","argel-bombay","Archivos de la Filmoteca :",,
"i275422124","c2282389x","0363-2911","PB1004091","art & cinema",,,
"i275422136","c19770042",,"PB1007244","artsamerica fine art film & video source book",,,
"i275422148","c19770042",,"PB1007245","artsamerica fine art film & video source book",,,
"i27542215x","c19770042",,"PB1007246","artsamerica fine art film & video source book",,,
"i275424972","c19383496",,"PB1004707","asia-pacific triennial of contemporary art",,,
"i275465445","c24495712",,"PB1011858","asifa nouvelles",,,
"i275465391","c24495712",,"PB1011859","asifa nouvelles",,,
"i27546541x","c24495712",,"PB1011860","asifa nouvelles",,,
"i275465421","c24495712",,"PB1011861","asifa nouvelles",,,
"i275465457","c24495712",,"PB1011862","asifa nouvelles",,,
"i275465469","c24495712",,"PB1011863","asifa nouvelles",,,
"i275465470","c24495712",,"PB1011864","asifa nouvelles",,,
"i275465408","c24495712",,"PB1011865","asifa nouvelles",,,
"i275465433","c24495712",,"PB1011866","asifa nouvelles",,,
"i275465482","c24495712",,"PB1011867","asifa nouvelles",,,
"i275447431","c17439620","0313-8461","PB1004510","australian film and television school handbook",,,
"i275488858","c24612108",,"PB1015322","bam/pfa art & film notes",,,
"i27548886x","c24612108",,"PB1015323","bam/pfa art & film notes",,,
"i275488871","c24612108",,"PB1015324","bam/pfa art & film notes",,,
"i275422033","c2274549x","0744-1371","PB1004584","barbra",,,
"i275488792","c24534250","0394-008X 0394-008X 0006-0577","PB1015151","bianco & nero","Bianco & nero (1996)",,
"i275488809","c24534250","0394-008X 0394-008X 0006-0577","PB1015212","bianco & nero","Bianco & nero (1996)",,
"i275488810","c24534250","0394-008X 0394-008X 0006-0577","PB1015213","bianco & nero","Bianco & nero (1996)",,
"i275488822","c24534250","0394-008X 0394-008X 0006-0577","PB1015214","bianco & nero","Bianco & nero (1996)",,
"i275488834","c24534250","0394-008X 0394-008X 0006-0577","PB1015215","bianco & nero","Bianco & nero (1996)",,
"i275424327","c22863011","0074-5944","PB1006961","bibliography: f i a f members publications",,,
"i275424339","c22863011","0074-5944","PB1006962","bibliography: f i a f members publications",,,
"i275424340","c22863011","0074-5944","PB1006963","bibliography: f i a f members publications",,,
"i275424352","c22863011","0074-5944","PB1006964","bibliography: f i a f members publications",,,
"i275424364","c22863011","0074-5944","PB1006965","bibliography: f i a f members publications",,,
"i275424376","c22863011","0074-5944","PB1006966","bibliography: f i a f members publications",,,
"i275424388","c22863011","0074-5944","PB1006967","bibliography: f i a f members publications",,,
"i27542439x","c22863011","0074-5944","PB1006968","bibliography: f i a f members publications",,,
"i275424406","c22863011","0074-5944","PB1006969","bibliography: f i a f members publications",,,
"i275424418","c22863011","0074-5944","PB1006970","bibliography: f i a f members publications",,,
"i27542442x","c22863011","0074-5944","PB1006971","bibliography: f i a f members publications",,,
"i275424431","c22863011","0074-5944","PB1006972","bibliography: f i a f members publications",,,
"i275424443","c22863011","0074-5944","PB1006973","bibliography: f i a f members publications",,,
"i275424455","c22863011","0074-5944","PB1006974","bibliography: f i a f members publications",,,
"i275424479","c22863011","0074-5944","PB1006975","bibliography: f i a f members publications",,,
"i275424467","c22863011","0074-5944","PB1006976","bibliography: f i a f members publications",,,
"i130668345","c20161761","1043-3260","PB1004639","biennial exhibition","Biennial exhibition (Whitney Museum of American Art : 1973)",,
"i275467557","c24497332","0887-5723","PB1011974","black film review",,,
"i275467569","c24497332","0887-5723","PB1011975","black film review",,,
"i275467570","c24497332","0887-5723","PB1011976","black film review",,,
"i275467582","c24497332","0887-5723","PB1011977","black film review",,,
"i275467594","c24497332","0887-5723","PB1011978","black film review",,,
"i275467600","c24497332","0887-5723","PB1011979","black film review",,,
"i275467612","c24497332","0887-5723","PB1011980","black film review",,,
"i275467624","c24497332","0887-5723","PB1011981","black film review",,,
"i275467636","c24497332","0887-5723","PB1011982","black film review",,,
"i275467648","c24497332","0887-5723","PB1011983","black film review",,,
"i27546765x","c24497332","0887-5723","PB1011984","black film review",,,
"i275467661","c24497332","0887-5723","PB1011985","black film review",,,
"i275467673","c24497332","0887-5723","PB1011986","black film review",,,
"i275467685","c24497332","0887-5723","PB1011987","black film review",,,
"i275467697","c24497332","0887-5723","PB1011988","black film review",,,
"i275467703","c24497332","0887-5723","PB1011989","black film review",,,
"i275467715","c24497332","0887-5723","PB1011990","black film review",,,
"i275467727","c24497332","0887-5723","PB1011991","black film review",,,
"i275467739","c24497332","0887-5723","PB1011992","black film review",,,
"i275467740","c24497332","0887-5723","PB1011993","black film review",,,
"i275467752","c24497332","0887-5723","PB1011994","black film review",,,
"i275468653","c24497447","1027-5991 1027-5991","PB1012092","blimp","Blimp (Graz, Austria)",,
"i275468689","c24497447","1027-5991 1027-5991","PB1012093","blimp","Blimp (Graz, Austria)",,
"i275468690","c24497447","1027-5991 1027-5991","PB1012094","blimp","Blimp (Graz, Austria)",,
"i275468707","c24497447","1027-5991 1027-5991","PB1012095","blimp","Blimp (Graz, Austria)",,
"i275468719","c24497447","1027-5991 1027-5991","PB1012096","blimp","Blimp (Graz, Austria)",,
"i275468720","c24497447","1027-5991 1027-5991","PB1012097","blimp","Blimp (Graz, Austria)",,
"i275468732","c24497447","1027-5991 1027-5991","PB1012098","blimp","Blimp (Graz, Austria)",,
"i275468744","c24497447","1027-5991 1027-5991","PB1012099","blimp","Blimp (Graz, Austria)",,
"i275468756","c24497447","1027-5991 1027-5991","PB1012100","blimp","Blimp (Graz, Austria)",,
"i275468768","c24497447","1027-5991 1027-5991","PB1012101","blimp","Blimp (Graz, Austria)",,
"i27546877x","c24497447","1027-5991 1027-5991","PB1012102","blimp","Blimp (Graz, Austria)",,
"i275468781","c24497447","1027-5991 1027-5991","PB1012103","blimp","Blimp (Graz, Austria)",,
"i275468793","c24497447","1027-5991 1027-5991","PB1012104","blimp","Blimp (Graz, Austria)",,
"i27546880x","c24497447","1027-5991 1027-5991","PB1012105","blimp","Blimp (Graz, Austria)",,
"i275468811","c24497447","1027-5991 1027-5991","PB1012106","blimp","Blimp (Graz, Austria)",,
"i275468823","c24497447","1027-5991 1027-5991","PB1012107","blimp","Blimp (Graz, Austria)",,
"i275468835","c24497447","1027-5991 1027-5991","PB1012108","blimp","Blimp (Graz, Austria)",,
"i275468847","c24497447","1027-5991 1027-5991","PB1012109","blimp","Blimp (Graz, Austria)",,
"i275468665","c24497447","1027-5991 1027-5991","PB1012110","blimp","Blimp (Graz, Austria)",,
"i275468677","c24497447","1027-5991 1027-5991","PB1012111","blimp","Blimp (Graz, Austria)",,
"i275422781","c22828175","0278-419X","PB1011085","blu-book film, tv & commercial production directory",,,
"i275467144","c24497320","0006-8527 0006-8527 1","PB1011995","box office",,,
"i275467156","c24497320","0006-8527 0006-8527 1","PB1011996","box office",,,
"i275467168","c24497320","0006-8527 0006-8527 1","PB1011997","box office",,,
"i27546717x","c24497320","0006-8527 0006-8527 1","PB1011998","box office",,,
"i275467181","c24497320","0006-8527 0006-8527 1","PB1011999","box office",,,
"i275467193","c24497320","0006-8527 0006-8527 1","PB1012000","box office",,,
"i27546720x","c24497320","0006-8527 0006-8527 1","PB1012057","box office",,,
"i275467211","c24497320","0006-8527 0006-8527 1","PB1012058","box office",,,
"i275467223","c24497320","0006-8527 0006-8527 1","PB1012059","box office",,,
"i275467235","c24497320","0006-8527 0006-8527 1","PB1012060","box office",,,
"i275467247","c24497320","0006-8527 0006-8527 1","PB1012061","box office",,,
"i275467259","c24497320","0006-8527 0006-8527 1","PB1012062","box office",,,
"i275467260","c24497320","0006-8527 0006-8527 1","PB1012063","box office",,,
"i275467272","c24497320","0006-8527 0006-8527 1","PB1012064","box office",,,
